refArea,Percentage of Women,Percentage of Men,Percentage of Eldelry - 65 or more years ,Observation URI,references,publisher,Percentage of Youth - 15-24 years,Average family size - 1 to 3 members,Town,Average family size - 4 to 6 members,Average family size - 7 or more members ,dataset
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.2e+01,4.8e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jdeidet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,5.2e+01,0,Jdeidet Ech-Chouf,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,6e+01,4e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jdidet+Ej-Joumeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Jdidet Ej-Joumeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Beqaa_Governorate,6e+01,4e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jdita,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,1,Jdita,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,5.5e+01,4.5e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jebrayel,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Jebrayel,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,6e+01,4e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jenjlaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,1,Jenjlaya,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jennata,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Jennata,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,4.5e+01,4e+01,4e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jensnaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.7e+01,0,Jensnaya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Baalbek-Hermel_Governorate,4e+01,3.5e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jenta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Jenta,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,3e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jeoddayel+Jbeil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Jeoddayel Jbeil,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,5.4e+01,4.6e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jermanya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Jermanya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5e+01,5e+01,7e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jernaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Jernaya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5e+01,5e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jezzine-Ain+Majdelin,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Jezzine-Ain Majdelin,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5.2e+01,4.8e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jibchit,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Jibchit,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5e+01,5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,1,Jiyeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,6e+01,4e+01,6e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jmailiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Jmailiyeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5.4e+01,4.6e+01,2.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jouaiya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Jouaiya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jouar+El-Haouz,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,0,Jouar El-Haouz,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Beqaa_Governorate,6e+01,4e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Joubb+Jannine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Joubb Jannine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Joun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Joun,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jounie+,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Jounie ,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,6e+01,4e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jouret+Arsoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Jouret Arsoun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jouret+Bedrane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Jouret Bedrane,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jouret+E-Tourmos,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Jouret E-Tourmos,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,4e+01,6e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Jouret+El-Ballout,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,1,Jouret El-Ballout,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5e+01,5e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kafr,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.8e+01,0,Kafr,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,4.8e+01,4.2e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kafr+Harra,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.6e+01,1,Kafr Harra,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kafr+Hatna,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Kafr Hatna,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5e+01,5e+01,2.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kafr+Jarrah,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,0,Kafr Jarrah,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,6e+01,4e+01,3.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kafr+Saroun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Kafr Saroun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,6e+01,4e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kafr+horra,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,6e+01,0,Kafr horra,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,6e+01,4e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kafra+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,6e+01,0,Kafra Bent Jbeil,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Beqaa_Governorate,4e+01,6e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kafraiya+West+Bekaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,6e+01,0,Kafraiya West Bekaa,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5e+01,5e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kafraya+El-Koura,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Kafraya El-Koura,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kafrkida,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Kafrkida,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,4.6e+01,4.3e+01,2.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kafrnoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,0,Kafrnoun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5.5e+01,4.5e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kafrya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Kafrya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,7e+01,3e+01,1.9e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kaftoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,1,Kaftoun,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,4.5e+01,5.5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kahef+Maloul,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Kahef Maloul,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kahhaleh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Kahhaleh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kahlouniet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Kahlouniet Ech-Chouf,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Beqaa_Governorate,4e+01,6e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kamed+El-Laouz,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,6e+01,0,Kamed El-Laouz,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Beqaa_Governorate,5e+01,5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kaoukaba+Bou+Arab,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Kaoukaba Bou Arab,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5.5e+01,4.5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kaoukaba+Hasbaiya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Kaoukaba Hasbaiya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,6e+01,4e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kaoutariyet+Es-Siyad,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Kaoutariyet Es-Siyad,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Karkha,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Karkha,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,4.4e+01,5.5e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Karm+El-Mohr,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Karm El-Mohr,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,4e+01,6e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Karm+Saddeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Karm Saddeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,4e+01,6e+01,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Karm+Zebdine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Karm Zebdine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Ketermaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Ketermaya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,4e+01,6e+01,7e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Keyfoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Keyfoun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5.2e+01,4.8e+01,2.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Aabida,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Kfar Aabida,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5e+01,5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Aamay,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Kfar Aamay,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.1e+01,4.9e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Aaqab,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Kfar Aaqab,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5.5e+01,4.5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Aaqqa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Kfar Aaqqa,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,4e+01,6e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Baal,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Kfar Baal,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,4e+01,6e+01,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Beit,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,6e+01,0,Kfar Beit,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5.2e+01,4.8e+01,1.3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Bibnine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,6e+01,0,Kfar Bibnine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5e+01,5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Chellal,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Kfar Chellal,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Chellane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Kfar Chellane,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Chima,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Kfar Chima,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Chouba,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Kfar Chouba,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Baalbek-Hermel_Governorate,2e+01,1.5e+01,1.7e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Dane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Kfar Dane,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Beqaa_Governorate,5.5e+01,4.5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Denis,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Kfar Denis,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,4e+01,6e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Dibiane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Kfar Dibiane,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5.5e+01,4.5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Dounine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Kfar Dounine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,6.5e+01,3.5e+01,3.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Falous,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Kfar Falous,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,3e+01,4e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Faqoud,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Kfar Faqoud,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5e+01,5e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Habou,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Kfar Habou,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5.5e+01,4.5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Hamam,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Kfar Hamam,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,3.75e+01,6.25e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Hatta+Saida,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,7e+01,0,Kfar Hatta Saida,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5.5e+01,4.5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Hay,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,1,Kfar Hay,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,4.5e+01,5.5e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Hazir,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Kfar Hazir,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Heam,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Kfar Heam,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,6e+01,4e+01,2.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Hilda,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Kfar Hilda,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,4e+01,4e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Houneh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Kfar Houneh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.2e+01,4.8e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Jreif,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,1,Kfar Jreif,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,6e+01,4e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Kila,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Kfar Kila,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Matta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Kfar Matta,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,6.5e+01,3.5e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Kfar+Melki+Saida,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Kfar Melki Saida,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
