refArea,Percentage of Women,Percentage of Men,Percentage of Eldelry - 65 or more years ,Observation URI,references,publisher,Percentage of Youth - 15-24 years,Average family size - 1 to 3 members,Town,Average family size - 4 to 6 members,Average family size - 7 or more members ,dataset
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bater,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Bater,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Batha,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Batha,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5e+01,5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Batloun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Batloun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,6e+01,4e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Batoulay,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Batoulay,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,6e+01,4e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Batroumine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,1,Batroumine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,4e+01,6e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Batroun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,1,Batroun,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5e+01,5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bayzoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Bayzoun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,3.5e+01,6.5e+01,1.4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bazaaoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,5.6e+01,0,Bazaaoun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,6.2e+01,3.8e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bazouriyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Bazouriyeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bchamoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,1,Bchamoun,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bchannine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Bchannine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5e+01,5e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bcharreh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Bcharreh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5.2e+01,4.8e+01,2.7e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bcheaali,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Bcheaali,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,3.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bchtfine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Bchtfine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5e+01,5e+01,2.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bdadoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Bdadoun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5.5e+01,4.5e+01,1.8e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bdebba,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Bdebba,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,4.8e+01,5.2e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bebnine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Bebnine,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5.5e+01,4.5e+01,6e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bechmizzine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Bechmizzine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Baalbek-Hermel_Governorate,5.6e+01,4.4e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bechouat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Bechouat,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,4e+01,6e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bechtoudar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Bechtoudar,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5.5e+01,4.5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beddaoui,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,5e+01,0,Beddaoui,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,4e+01,6e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bedghan+Oua+Ouadi+Bedghan,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,6e+01,0,Bedghan Oua Ouadi Bedghan,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bedias,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Bedias,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5.3e+01,4.7e+01,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bednayel+El-Koura,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Bednayel El-Koura,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Behdaydat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,1,Behdaydat,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5e+01,5e+01,3.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Behnine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,6e+01,0,Behnine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5e+01,5e+01,2.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Behouaita,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Behouaita,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,6e+01,4e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beino,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Beino,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,6e+01,4e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Ayoub,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Beit Ayoub,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Baalbek-Hermel_Governorate,6e+01,4e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Chama,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,0,Beit Chama,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,6e+01,4e+01,6e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Chlala,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Beit Chlala,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5e+01,5e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Ed-Dine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Beit Ed-Dine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,6e+01,4e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+El+Haj,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Beit El Haj,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5.5e+01,4.5e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+El-Faqs,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4.5e+01,0,Beit El-Faqs,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,5e+01,5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+El-Haouch,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Beit El-Haouch,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.2e+01,4.8e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+El-Kekko,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,5e+01,0,Beit El-Kekko,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,6e+01,4e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Haouik,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Beit Haouik,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,4e+01,6e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Hbaq,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Beit Hbaq,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Kassab,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Beit Kassab,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Beqaa_Governorate,6e+01,4e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Lahia,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Beit Lahia,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5e+01,5e+01,2.8e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Lif,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,0,Beit Lif,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,6e+01,4e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Mellat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Beit Mellat,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,2.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Meri,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,0,Beit Meri,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5e+01,5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Monzer,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,1,Beit Monzer,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,3.5e+01,6.5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Obeid,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,0,Beit Obeid,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Yahoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Beit Yahoun,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,6e+01,4e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beit+Younes,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Beit Younes,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,6e+01,4e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bejjeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Bejjeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5e+01,5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bekhaaz,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,9e+00,0,Bekhaaz,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5.2e+01,4.8e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Benouati+Jezzine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Benouati Jezzine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,6e+01,4e+01,5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Bent Jbeil,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Beqaa_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beqaata+Aachqout,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Beqaata Aachqout,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Beqaa_Governorate,5.5e+01,4.5e+01,1.2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beqaata+Kanaan,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Beqaata Kanaan,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,6e+01,4e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Berbara+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Berbara Aakkar,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,4e+01,6e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Berbara+Jbeil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Berbara Jbeil,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,4.8e+01,5.2e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Berhalioun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Berhalioun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Berti,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,1,Berti,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5e+01,5e+01,2.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Beslouqit,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Beslouqit,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,4e+01,6e+01,6e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Besri+Jezzine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,1,Besri Jezzine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bestiyat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Bestiyat,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,6e+01,4e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bezbina,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,0,Bezbina,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bhamdoun+Ed-Dayaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Bhamdoun Ed-Dayaa,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bhamdoun+El-Mhatta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Bhamdoun El-Mhatta,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bhersaf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Bhersaf,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,6e+01,4e+01,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bichtlida,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Bichtlida,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5.1e+01,4.9e+01,1.2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bijdarfil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,7e+00,0,Bijdarfil,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bikfaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Bikfaya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,6e+01,4e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Binnay,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Binnay,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bintaael,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Bintaael,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,5e+01,5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Biret+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,6e+01,0,Biret Aakkar,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Beqaa_Governorate,6.5e+01,2.5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Biret+Rachaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Biret Rachaya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,6e+01,4e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bisrin,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,0,Bisrin,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,6e+01,4e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bissariyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Bissariyeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Biyad,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Biyad,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,6e+01,4e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bizhel,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Bizhel,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5e+01,5e+01,3.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bkassine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Bkassine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,6e+01,4e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bkeftine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Bkeftine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,4e+01,6e+01,5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Bkhichtay,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,5e+01,0,Bkhichtay,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,3e+01,5e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Blaouza,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Blaouza,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5.5e+01,4.5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Blat+Marjaayoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Blat Marjaayoun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
